grado	Quiz_Name	Class	Key	Question_Number	Primary_Answer	# Correct	% Correct	Discriminant Factor	Response 1	Response 1 %	Response 2	Response 2 %	Response 3	Response 3 %	Response 4	Response 4 %		Grado	Pregunta	Asignatura	Texto de la Pregunta	Opción A	Opción B	Opción C	Opción D
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	61	B	32	52.46	0.138	B	52.46	C	24.59	A	16.39	D	4.92		9	111	INGLÉS	She has ___ brother and ___ sister	a/a	an/a	a/an	an/an 
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	62	C	33	54.1	0.405	C	54.1	A	31.15	B	11.48	D	3.28		9	112	INGLÉS	___ are her books on the table.	This	That	These	It
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	63	D	49	80.33	0.382	D	80.33	A	9.84	B	6.56	C	3.28		9	113	INGLÉS	You meet a new classmate. You say:	Goodbye	Hello, nice to meet you	Sorry	Thanks
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	64	C	3	4.92	-0.22	B	91.8	C	4.92	D	1.64	A	1.64		9	114	INGLÉS	Your teacher explains something and you understand. You say:	I don’t know	Thank you	Can you repeat?	Good bye 
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	65	B	0	0	0	C	96.72	D	1.64	A	1.64				9	115	INGLÉS	You want to ask for help. You say:	Help me now	Can you help me, please?	Bye	Sit down
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	66	B	3	4.92	-0.14	C	93.44	B	4.92	D	1.64				9	116	INGLÉS	You interrupt politely. You say:	Be quiet	Excuse me	no	Wait
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	67	C	2	3.28	-0.051	B	90.16	D	4.92	C	3.28	A	1.64		9	117	INGLÉS	Sofia’s mother is her:	Sister	Aunt	Parent	Cousin 
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	68	C	38	62.3	0.007	C	62.3	A	16.39	B	16.39	D	4.92		9	118	INGLÉS	Sofia’s brother is her:	Father	Sibling	Uncle	Grandfather
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	69	D	1	1.64	-0.07	B	85.25	A	11.48	D	1.64	C	1.64		9	119	INGLÉS	Sofia’s sister is her:	Cousin	Parent	Sibling	Aunt 
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	70	C	3	4.92	-0.151	B	78.69	A	13.11	C	4.92	D	3.28		9	120	INGLÉS	Which statement is correct?	Sofia has two parents and two siblings	Sofia has one parent and two cousins	Sofia has two brothers and one sister	Sofia has no siblings
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	71	B	3	4.92	0.03	C	47.54	A	29.51	D	18.03	B	4.92		10	101	INGLÉS	How old is Mateo?	14	15	16	17
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	72	C	52	85.25	0.534	C	85.25	B	6.56	A	4.92	D	3.28		10	102	INGLÉS	What type of activities does Mateo enjoy?	Only indoor	Only outdoor	Both indoor and outdoor	None
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	73	B	37	60.66	0.476	B	60.66	D	21.31	C	9.84	A	8.2		10	103	INGLÉS	What does he like doing indoors?	Playing soccer	Riding a bike	Playing video games	Swimming
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	74	B	48	78.69	0.456	B	78.69	C	8.2	A	8.2	D	4.92		10	104	INGLÉS	Why does Mateo like drawing?	Because it is easy	Because it helps him relax	Because it is fast	Because it is popular 
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	75	D	33	54.1	0.338	D	54.1	C	26.23	A	18.03	B	1.64		10	105	INGLÉS	Which sport does he prefer?	Basketball	Soccer	Swimming	Cycling
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	76	B	9	14.75	-0.35	C	80.33	B	14.75	D	3.28	A	1.64		10	106	INGLÉS	What is the most relaxing activity for Mateo?	Soccer 	Basketball	Swimming 	Drawing 
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	77	C	9	14.75	-0.073	D	70.49	C	14.75	A	11.48	B	3.28		10	107	INGLÉS	What do Mateo and his friends do on weekends?	Stay home	Go to school	Go to a sports center	Watch TV
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	78	C	42	68.85	0.401	C	68.85	B	14.75	A	8.2	D	8.2		10	108	INGLÉS	What does Mateo want to learn in the future?	Tennis	Surfing	Basketball	Running 
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	79	B	40	65.57	0.364	B	65.57	D	18.03	A	8.2	C	8.2		10	109	INGLÉS	Soccer is ___ than basketball for Mateo.	Exciting	More exciting	Most exciting	Excite 
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	80	A	41	67.21	0.409	A	67.21	D	18.03	B	9.84	C	4.92		10	110	INGLÉS	Swimming is the ___ activity for him.	Relaxing	More relaxing	Most relaxing	Relax 
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	81	A	53	86.89	0.156	A	86.89	C	8.2	D	3.28	B	1.64		10	111	INGLÉS	Video games are ___ than reading for some students.	Interesting 	More interesting	Most interesting	Interest
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	82	C	39	63.93	0.204	C	63.93	A	14.75	B	13.11	D	8.2		10	112	INGLÉS	Climbing is one of the ___ sports	Dangerous	More dangerous	Most dangerous	Danger
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	83	D	55	90.16	0.389	D	90.16	C	6.56	A	3.28				10	113	INGLÉS	You invite a friend to play soccer. You say:	Sit down	Do you want to play soccer	Be quiet	Goodbye
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	84	B	52	85.25	0.326	B	85.25	C	11.48	D	1.64		1.64		10	114	INGLÉS	Your friend wins a game. You say:	Sorry	Congratulations!	Excuse me	Hello
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	85	A	30	49.18	0.25	A	49.18	C	29.51	D	11.48	B	8.2		10	115	INGLÉS	You ask about someone’s hobby:	What is your hobby?	Where are you?	Who are you?	Why are you here?
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	86	C	20	32.79	0.39	B	39.34	C	32.79	A	24.59	D	3.28		10	116	INGLÉS	You don’t agree with a sport idea. You say:	That’s a great idea	I agree	I don’t think so	Thank you
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	87	B	57	93.44	0.173	B	93.44	D	4.92	A	1.64				10	117	INGLÉS	“Indoor activities” are activities:	Outside the house	Inside a place	At school only	In the street
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	88	C	52	85.25	0.364	C	85.25	A	13.11	D	1.64				10	118	INGLÉS	“Outdoor activities” are activities:	Inside	In a classroom	Outside	Alone 
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	89	B	46	75.41	-0.054	B	75.41	C	13.11	A	9.84	D	1.64		10	119	INGLÉS	“Hobby” means:	A job	A school subject	An activity you enjoy in your free time	A sport only
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	90	C	59	96.72	0.189	C	96.72	D	3.28						10	120	INGLÉS	“Active” means:	 Lazy	Energetic and moving 	Tired	Bored
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	91	D	47	77.05	0.57	D	77.05	A	9.84	B	8.2	C	4.92		11	101	INGLÉS	What is Daniel’s short-term goal?	Travel the world	Become a pilot	Improve his English and finish school	Work full time
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	92	A	58	95.08	0.021	A	95.08	B	3.28	D	1.64				11	102	INGLÉS	What is his long-term goal?	Be a teacher	Be a pilot	Be a doctor	Be an engineer
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	93	A	36	59.02	0.268	A	59.02	B	27.87	D	6.56	C	6.56		11	103	INGLÉS	What does Daniel practice every day?	Cooking	Sports only	English and studying	Music
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	94	B	34	55.74	-0.043	B	55.74	C	18.03	A	16.39	D	9.84		11	104	INGLÉS	What does Daniel watch?	Movies	Videos about aviation	Sports programs	News
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	95	B	21	34.43	-0.128	B	34.43	A	26.23	C	24.59	D	14.75		11	105	INGLÉS	What can we infer about Daniel?	He is lazy	He is disciplined	He is confused	He is bored
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	96	C	46	75.41	0.443	C	75.41	A	11.48	B	9.84	D	3.28		11	106	INGLÉS	Why does Daniel continue working when he is tired?	Because he has no choice	Because of his dream	Because of his parents	Because of school rules
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	97	D	27	44.26	0.389	D	44.26	C	21.31	A	19.67	B	14.75		11	107	INGLÉS	What is the main idea of the text?	School is difficult	Dreams require action and effort	English is important	Students are tired
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	98	C	38	62.3	0.533	C	62.3	B	16.39	D	16.39	A	4.92		11	108	INGLÉS	What advice does Daniel give?	Do nothing	Focus only on talent	Take small steps every day	Avoid challenges
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	99	D	43	70.49	0.329	D	70.49	A	11.48	B	9.84	C	8.2		11	109	INGLÉS	English is ___ than before for Daniel	Easy	Easier	Easiest	More easy
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	100	A	27	44.26	0.137	A	44.26	D	22.95	B	22.95	C	9.84		11	110	INGLÉS	Being disciplined is ___ than being lazy	Important	More important  	Most important	Importanter
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	101	D	44	72.13	0.246	D	72.13	C	13.11	B	8.2	A	6.56		11	111	INGLÉS	If you ___ hard, you will achieve your goals.	Work 	Works	Worked 	Working
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	102	A	16	26.23	0.228	D	31.15	B	27.87	A	26.23	C	14.75		11	112	INGLÉS	If he studies more, he ___ better results.	Get	Gets 	Will Get	Getting
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	103	B	15	24.59	-0.072	A	31.15	C	29.51	B	24.59	D	13.11		11	113	INGLÉS	My dream is to be a pilot	I don’t care 	My dream is to be a pilot	Go away	I am tired
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	104	D	23	37.7	0.188	D	37.7	C	27.87	A	16.39	B	16.39		11	114	INGLÉS	You can do it!	Give up	You can do it!	Stop trying	Don’t move
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	105	C	8	13.11	0.067	A	67.21	C	13.11	D	9.84	B	9.84		11	115	INGLÉS	What are your goals?	What are your goals?	Where are you?	Who are you?	What time is it?
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	106	D	15	24.59	0.185	A	37.7	B	27.87	D	24.59	C	9.84		11	116	INGLÉS	I agree with you	I don’t think so	I agree with you	No	Stop
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	107	A	20	32.79	0.172	A	32.79	C	29.51	D	21.31	B	16.39		11	117	INGLÉS	Short-term goals are:	Goals for the future	Goals for a long time	Goals for a short period	No goals
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	108	D	18	29.51	0.249	D	29.51	B	27.87	C	24.59	A	18.03		11	118	INGLÉS	Long-term goals are:	Quick goals	Goals for the future	Daily activities	Easy tasks
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	109	B	23	37.7	0.198	B	37.7	A	29.51	C	26.23	D	6.56		11	119	INGLÉS	Talent means:	Natural ability	Hard work	School subject	Job
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	110	C	27	44.26	0.263	C	44.26	A	19.67	B	18.03	D	18.03		11	120	INGLÉS	Skills means:	Dreams	Abilities learned with practice 	Goals 	Problems
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	111	A	29	47.54	0.071	A	47.54	C	22.95	D	14.75	B	13.11		6	61	Lenguaje	 Del enunciado “En esta teoría, la danza se dice que es simplemente una manera de llamar la atención para que la abeja exploradora vuelva”, se puede afirmar que, para el autor, la segunda teoría, respecto a la primera, es: 	más interesante.  	menos objetiva.  	menos compleja.  	más hermosa.
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	112	C	30	49.18	0.299	C	49.18	B	26.23	D	13.11	A	11.48		6	62	Lenguaje	Según el texto ¿por qué las abejas harían una danza circular rápida? 	Porque la fuente de alimento está cerca y es abundante	Porque la fuente de alimento está lejos y es poca. 	Porque la fuente de alimento está cerca pero es poca	Porque la fuente de alimentos está lejos pero es abundante.
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	113	B	40	65.57	0.4	B	65.57	C	19.67	A	8.2	D	4.92		6	63	Lenguaje	#VALUE!	Lenguaje de señas 	Señales de tránsito 	Lenguaje oral	Lenguaje escrito 
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	114	A	21	34.43	0.26	A	34.43	C	29.51	B	21.31	D	14.75		6	64	Lenguaje	Laura baila salsa alegremente      SN                   SV	Verbo- Sustantivo común- adjetivo	Adjetivo- Sustantivo común- Verbo	 Sustantivo propio- Verbo- Sustantivo común- Adjetivo	Sustantivo común- verbo- sustantivo propio- verbo
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	115	B	10	16.39	0.006	C	36.07	D	22.95	A	21.31	B	16.39		6	65	Lenguaje	De acuerdo con el fragmento podríamos afirmar que,	El niño quería dibujar sombreros de diferentes tamaños	El niño quería asustar a las personas adultas	El niño quería dibujar a su padre	El niño quería mostrar una historia que vivió y hacer su dibujo número uno.
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	116	A	30	49.18	0.42	A	49.18	C	26.23	D	16.39	B	6.56		6	66	Lenguaje	 “Enseñé mi obra de arte a las personas mayores y les pregunté si mi dibujo les daba miedo. —¿por qué habría de asustar un sombrero? — me respondieron.” Con esta afirmación el principito:	Quería respuestas en las personas adultas.	Quería enseñar su dibujo y preguntar a los adultos si les daba miedo	Quería que le dibujaran un zorro	 Quería conocer otros mundos
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	117	D	24	39.34	0.463	D	39.34	B	29.51	C	16.39	A	14.75		6	67	Lenguaje	Esta frase se la dice el zorro al principito: “Si tú vienés a las cuatro de la tarde, desde las tres comenzaré a Ser feliz”. Con la afirmación, podríamos decir que:	El zorro se quería comer al principito.	El zorro es triste y no le tiene sentido a la vida.	El zorro es muy feliz, cuando se acerca la hora de llegada de el principito	 El principito abandono al zorro. 
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	118	C	38	62.3	0.149	C	62.3	B	26.23	A	6.56	D	4.92		6	68	Lenguaje	#VALUE!	De los beneficios de beber agua	De los riesgos del consumo del agua	De los modos de ahorrar agua	De los componentes del agua
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	119	C	5	8.2	-0.09	A	50.82	D	31.15	B	9.84	C	8.2		6	69	Lenguaje	#VALUE!	Las partes del cuerpo que tienen agua.	  La cantidad de agua que contienen el cuerpo humano.	La cantidad de agua recomendada para el consumo diario.	Las partes del cuerpo que intervienen cuando se bebe agua.
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	120	D	19	31.15	0.212	A	36.07	D	31.15	B	21.31	C	11.48		6	70	Lenguaje	En el afiche se dice que beber agua “Evita la fatiga” y “Nos da vitalidad”. ¿De las siguientes opciones cuál es una conclusión que permite relacionar esta información?	El consumo de agua nos proporciona energía.	Beber agua regula la temperatura del cuerpo.	Beber agua conserva la elasticidad de la piel. 	El consumo de agua evita el estreñimiento.
8	EVALUÁNDONOS 8 FINAL 2025	8-01, 8-02, 8-03, 8PJ	Primary Key 	1	D	66	70.97	0.309	D	70.97	C	13.98	A	9.68	B	5.38		6	71	Lenguaje	¿Cuál de las siguientes opciones es una conclusión general de la información que brinda el afiche? 	El agua transporta los nutrientes esenciales del organismo.	Beber suficiente agua cada día es esencial para mantener nuestra salud. 	Una adecuada hidratación ayuda al buen funcionamiento del sistema digestivo. 	El consumo diario de agua ayuda a aumentar el rendimiento físico.   
8	EVALUÁNDONOS 8 FINAL 2025	8-01, 8-02, 8-03, 8PJ	Primary Key 	2	B	58	62.37	0.407	B	62.37	C	21.51	D	13.98	A	2.15		6	72	Lenguaje	¿Qué se hace en el afiche para demostrar que el consumo de agua es importante para la salud del cuerpo humano? 	Explicar los componentes del agua y la cantidad que hay de este líquido en el cuerpo humano.	Indicar cómo mantener hidratado el cuerpo y la cantidad de agua que se debe tomar. 	Señalar las funciones que cumple el agua en el organismo humano y sus beneficios.	Presentar recomendaciones para evitar el estreñimiento y la fatiga.    
8	EVALUÁNDONOS 8 FINAL 2025	8-01, 8-02, 8-03, 8PJ	Primary Key 	3	C	72	77.42	0.311	C	77.42	D	11.83	B	8.6	A	2.15		6	73	Lenguaje	En el afiche, ¿para qué se incluye la imagen del Instituto Nacional de Salud?	Para hacer una descripción detallada de la persona que hizo el afiche	Para citar el libro de donde fue tomada la información. 	Para respaldar la información presentada.	Para explicar conceptos claves.  
8	EVALUÁNDONOS 8 FINAL 2025	8-01, 8-02, 8-03, 8PJ	Primary Key 	4	A	81	87.1	0.182	A	87.1	B	5.38	D	4.3	C	3.23		6	74	Lenguaje	De acuerdo con el anterior texto ¿en qué momento el sabio se da cuenta de que hay un perro muerto en la calle? 	Cuando hace que sus amigos se adelanten a la cena	Después de reconocer la belleza de los dientes del perro	Cuando ve que hay varias personas reunidas mirando al suelo. 	Luego de que los curiosos se sintieron avergonzados.
8	EVALUÁNDONOS 8 FINAL 2025	8-01, 8-02, 8-03, 8PJ	Primary Key 	5	A	68	73.12	0.357	A	73.12	D	11.83	B	10.75	C	4.3		6	75	Lenguaje	En el texto, ¿qué función cumple el primer párrafo?  	Describir las expresiones y gestos de las personas que observaban al perro muerto. 	Presentar el lugar en el que se encuentra el personaje principal y sus cualidades.	Describir el suceso que está ocurriendo en la plaza central de la ciudad. 	Presentar las características físicas del perro que se encontraba muerto en la calle.
8	EVALUÁNDONOS 8 FINAL 2025	8-01, 8-02, 8-03, 8PJ	Primary Key 	6	D	50	53.76	-0.012	D	53.76	C	25.81	B	10.75	A	9.68		6	76	Lenguaje	En la historia, ¿cómo es la relación del sabio con el perro? 	De vergüenza	De desagrado.	 De piedad. 	De amistad
8	EVALUÁNDONOS 8 FINAL 2025	8-01, 8-02, 8-03, 8PJ	Primary Key 	7	C	45	48.39	0.324	C	48.39	B	22.58	D	20.43	A	8.6		6	77	Lenguaje	#VALUE!	La imagen representa una situación que contradice lo que se dice en el enunciado. 	La imagen ilustra una situación similar a la que se presenta en el enunciado. 	El enunciado presenta una situación que se opone a la que se muestra en la imagen. 	El enunciado describe la situación que se ilustra en la imagen
8	EVALUÁNDONOS 8 FINAL 2025	8-01, 8-02, 8-03, 8PJ	Primary Key 	8	D	29	31.18	0.177	B	37.63	D	31.18	C	17.2	A	13.98		6	78	Lenguaje	 ¿Qué estrategia utiliza el texto para dar a conocer cómo piensan los personajes? 	Describe con detalle los sentimientos de los personajes.	Hace un listado de las cualidades físicas de los personajes. 	Narra las experiencias de vida de los personajes. 	Deja que los personajes expresen con palabras sus sentimientos.
8	EVALUÁNDONOS 8 FINAL 2025	8-01, 8-02, 8-03, 8PJ	Primary Key 	9	D	37	39.78	0.235	D	39.78	A	24.73	C	20.43	B	15.05		6	79	Lenguaje	Quién es el autor del texto: “El perro muerto”	León Tolsoi.	Gabriel García Márquez	Rafael Pombo 	El chavo del ocho
8	EVALUÁNDONOS 8 FINAL 2025	8-01, 8-02, 8-03, 8PJ	Primary Key 	10	A	44	47.31	0.33	A	47.31	C	34.41	D	10.75	B	7.53		6	80	Lenguaje	De acuerdo con el anterior texto, ¿en qué momento el sabio se da cuenta de que hay un perro muerto en la calle?	Cuando hace que sus amigos se adelanten a preparar la cena. 	Después de reconocer la belleza de los dientes del perro.	Cuando ve que hay varias personas reunidas mirando al suelo. 	Luego de que los curiosos se sintieron avergonzados.
8	EVALUÁNDONOS 8 FINAL 2025	8-01, 8-02, 8-03, 8PJ	Primary Key 	11	A	38	40.86	0.106	A	40.86	C	30.11	D	23.66	B	5.38		7	61	Lenguaje	¿Qué función cumple la palabra “pero” en la siguiente frase tomada del texto?: “Hace rato que sospechaba, pero desde hoy no tengo dudas”.	Añadir información sobre las características del padre del narrador.	Aclarar las emociones que el narrador del texto siente por su papá.	Oponer dos pensamientos del narrador sobre lo que sabe de su padre.	Explicar las consecuencias de las acciones de los personajes del relato.
